DEVICEID||','||CONTRACTID||','||'"'||DESCRIPTION||'"'||','||LATITUDE||','||LONGITUDE                                                                                                                     
1007,401DW0070DWE,"W OF WESTON",43.712169,-79.5413102                                                                                                                                                      
1008,401DW0080DWE,"W OF ISLINGTON - 401W",43.71086484,-79.54676504                                                                                                                                         
1009,401DW0090DWE,"W OF ISLINGTON - 401W",43.70859388,-79.55419278                                                                                                                                         
1010,401DW0200DWE,"W. OF RENFORTH",43.66698816,-79.59616675                                                                                                                                                
1011,401DW0210DWE,"W. OF RENFORTH",43.66415316,-79.60399432                                                                                                                                                
1012,401DW0220DWE,"AT TRANSFER",43.66133798,-79.61074256                                                                                                                                                   
1013,401DW0230DWE,"E. OF ETOBICOKE CREEK",43.65807735,-79.61717219                                                                                                                                         
1014,401DW0240DWE,"ETOBICOKE CREEK",43.65506152,-79.62251568                                                                                                                                               
1015,401DW0250DWE,"W. OF ETOBICOKE CREEK",43.65156618,-79.62954756                                                                                                                                         
1016,401DW0260DWE,"AT DIXIE",43.64894792,-79.63594435                                                                                                                                                      
1017,401DW0270DWE,"W. OF DIXIE",43.64584503,-79.64386333                                                                                                                                                   
1018,401DW0280DWE,"E. OF TOMKEN",43.6432772,-79.65033394                                                                                                                                                   
1019,401DW0290DWE,"W. OF TOMKEN",43.64084587,-79.65655061                                                                                                                                                  
1020,401DW0300DWE,"HWY 403/410",43.638129,-79.66346176                                                                                                                                                     
1021,401DW0010DWS,"W OF ISLINGTON",43.7041546,-79.558714                                                                                                                                                   
1022,401DW0020DWS,"W OF KIPLING",43.70034144,-79.56209323                                                                                                                                                  
1023,401DW0030DWS,"W OF KIPLING",43.69649539,-79.5655374                                                                                                                                                   
1024,401DW0040DWS,"E OF MARTINGROVE",43.69260415,-79.56887736                                                                                                                                              
1025,401DW0050DWS,"W OF MARTIN GROVE",43.68850389,-79.57146533                                                                                                                                             
1026,401DW0060DWS,"E OF HWY 27",43.68442189,-79.57392805                                                                                                                                                   
1027,401DW0070DWS,"AT HWY 27",43.67980845,-79.57629222                                                                                                                                                     
1028,401DW0080DWS,"W OF HWY 27",43.67492479,-79.57908087                                                                                                                                                   
1029,401DW0090DWS,"AT HWY 427",43.67139483,-79.58400987                                                                                                                                                    
1030,401DW0100DWS,"E OF RENFORTH",43.66881824,-79.5909628                                                                                                                                                  
1031,401DE0010DWT,"W OF ALLEN",43.72985901,-79.45105781                                                                                                                                                    
1032,401DE0040DWT,"W OF YONGE",43.7484044,-79.41603355                                                                                                                                                     
1033,401DE0060DWT,"W of Leslie",43.7654066,-79.37765659                                                                                                                                                    
1034,401DE0080DWT,"W of Hwy 404/DVP",43.76775291,-79.34090485                                                                                                                                              
1035,401DE0100DWT,"W of Kennedy",43.77190045,-79.29853547                                                                                                                                                  
1036,401DE0120DWT,"W. OF BRIMLEY",43.77909536,-79.2668375                                                                                                                                                  
1037,401DE0140DWT,"W. OF MARKHAM",43.78306531,-79.24611147                                                                                                                                                 
1038,401DE0160DWT,"AT NEILSON",43.79357889,-79.21668608                                                                                                                                                    
1039,401DE0180DWT,"NEAR MORNINGSIDE",43.7971471,-79.19412042                                                                                                                                               
1040,401DE0200DWT,"NEAR MEADOWVALE",43.8002626,-79.17132038                                                                                                                                                
1041,401DE0220DWT,"E. OF PORT UNION",43.80143447,-79.13968712                                                                                                                                              
1042,401DE0230DWT,"ROUGEMOUNT",43.80849409,-79.12790736                                                                                                                                                    
1043,401DE0250DWT,"W. OF CN RAIL",43.82134691,-79.1082061                                                                                                                                                  
1044,401DE0260DWT,"BROCK",43.83774509,-79.07368948                                                                                                                                                         
1045,401DW0010DWT,"E OF JANE",43.71947401,-79.49924965                                                                                                                                                     
1046,401DW0020DWT,"TRANSFER 401WC -401W",43.71916575,-79.49931202                                                                                                                                          
1047,401DW0030DWT,"TRANSFER(EXP TO COL)",43.66153707,-79.61094332                                                                                                                                          
1048,404DN0010DER,"404NB - SHEPPARD",43.77704148,-79.33925426                                                                                                                                              
1049,404DN0010DSR,"SHEPPARD - 404 SB",43.778789,-79.34077885                                                                                                                                               
1050,404DN0020DNR,"SHEPPART - 404 NB",43.77791379,-79.33920555                                                                                                                                             
1051,404DN0020DWR,"404 SB - SHEPPARD",43.77933561,-79.34076815                                                                                                                                             
1052,404DN0030DER,"404NB- FINCH",43.79257833,-79.34259044                                                                                                                                                  
1053,404DN0030DSR,"FINCH - 404 SB",43.79257306,-79.34344564                                                                                                                                                
1054,404DN0040DNR,"FINCH - 404 NB",43.79415587,-79.34285694                                                                                                                                                
1055,404DN0040DSR,"FINCH - 404 SB",43.79583548,-79.34422318                                                                                                                                                
1056,404DN0050DNR,"FINCH WEST - 404 NB",43.79612325,-79.34333788                                                                                                                                           
1057,404DN0050DWR,"404SB - FINCH",43.79738525,-79.34453067                                                                                                                                                 
1058,404DN0060DNR,"404NB - WOODBINE/STEELES",43.8103512,-79.34688753                                                                                                                                       
1059,404DN0060DSR,"W00DBINE - 404 SB",43.80857092,-79.34705219                                                                                                                                             
1060,404DN0070DNR,"STEELES - 404 NB",43.81255603,-79.34998143                                                                                                                                              
1061,404DN0070DSR,"STEELES - 404 SB",43.81184282,-79.34982114                                                                                                                                              
1062,404DN0080DNR,"STEELES - 404 NB",43.81439677,-79.35471566                                                                                                                                              
1063,404DN0080DSR,"STEELES - 404 SB",43.81369136,-79.35439734                                                                                                                                              
1064,404DN0090DER,"404NB - HWY 7",43.84232885,-79.36896183                                                                                                                                                 
1065,404DN0090DWR,"404 SB - STEELES",43.81435933,-79.35620176                                                                                                                                              
1066,404DN0100DNR,"HWY 7 - 404 NB",43.84894328,-79.37086773                                                                                                                                                
1067,404DN0110DNR,"HWY 7 - 404 NB",43.84896418,-79.37067919                                                                                                                                                
1068,404DN0110DWR,"404SB - HWY 7",43.85167,-79.3725                                                                                                                                                        
1069,404DN0010DNC,"AT SHEPPARD",43.77732496,-79.33965126                                                                                                                                                   
1070,404DN0010DNE,"AT SHEPPARD",43.77731822,-79.33981897                                                                                                                                                   
1071,404DN0011DNH,"HOV AT VANHORNE",43.78623,-79.3415                                                                                                                                                      
1072,404DN0021DNH,"HOV AT FINCH",43.79326,-79.34306                                                                                                                                                        
1073,404DN0031DNH,"HOV NORTH OF FINCH",43.79823,-79.34416                                                                                                                                                  
1074,404DN0041DNH,"HOV AT MCNICOLL",43.80236,-79.34503                                                                                                                                                     
1075,404DN0051DNH,"HOV AT STEELES",43.81029,-79.34724                                                                                                                                                      
1076,404DN0061DNH,"HOV NORTH OF STEELES",43.81429,-79.35479                                                                                                                                                
1077,404DN0071DNH,"HOV NORTH OF JOHN",43.82273,-79.36149                                                                                                                                                   
1078,404DN0081DNH,"HOV AT 407TER",43.83124,-79.36506                                                                                                                                                       
1079,404DN0091DNH,"HOV NORTH OF 407ETR",43.83734,-79.3674                                                                                                                                                  
1080,404DN0101DNH,"HOV NORTH OF 407ETR",43.84314,-79.36946                                                                                                                                                 
1081,404DN0010DNS,"AT VANHORNE",43.78622825,-79.34150367                                                                                                                                                   
1082,404DN0020DNS,"AT FINCH",43.79326025,-79.34305963                                                                                                                                                      
1083,404DN0030DNS,"NORTH OF FINCH",43.79823226,-79.34415668                                                                                                                                                
1084,404DN0040DNS,"AT MCNICOLL",43.80236362,-79.34502943                                                                                                                                                   
1085,404DN0050DNS,"AT WOODBINE",43.81028766,-79.34723611                                                                                                                                                   
1086,404DN0060DNS,"NORTH OF STEELES",43.81428583,-79.35479241                                                                                                                                              
1087,404DN0070DNS,"NORTH OF JOHN",43.82273426,-79.36149369                                                                                                                                                 
1088,404DN0080DNS,"AT 407ETR",43.8312356,-79.36505512                                                                                                                                                      
1089,404DN0090DNS,"NORTH OF 407ETR",43.83734061,-79.36740413                                                                                                                                               
1090,404DN0100DNS,"NORTH OF 407ETR",43.84314277,-79.3694573                                                                                                                                                
1091,404DN0110DNS,"NORTH OF HWY 7",43.85202628,-79.37193099                                                                                                                                                
1092,404DN0010DSC,"AT SHEPPARD",43.77932672,-79.34052592                                                                                                                                                   
1093,404DN0010DSE,"AT SHEPPARD",43.77933873,-79.34032941                                                                                                                                                   
1094,404DN0011DSH,"HOV AT VAN HORNE",43.7862,-79.34181                                                                                                                                                     
1095,404DN0021DSH,"HOV SOUTH OF FINCH",43.79176,-79.343                                                                                                                                                    
1096,404DN0031DSH,"HOV NORTH OF FINCH",43.7967,-79.34407                                                                                                                                                   
1097,404DN0041DSH,"HOV AT MCNICOLL",43.80234,-79.34533                                                                                                                                                     
1098,404DN0051DSH,"HOV SOUTH OF WOODBINE",43.80876,-79.34674                                                                                                                                               
1099,404DN0061DSH,"HOV SOUTH OF STEELES",43.81201,-79.3498                                                                                                                                                 
1100,404DN0071DSH,"HOV AT STEELE",43.81416,-79.35504                                                                                                                                                       
1101,404DN0081DSH,"HOV AT JOHN",43.82269,-79.36177                                                                                                                                                         
1102,404DN0091DSH,"HOV SOUTH OF 407ETR",43.83042,-79.36511                                                                                                                                                 
1103,404DN0101DSH,"HOV AT 407ETR",43.83726,-79.36789                                                                                                                                                       
1104,404DN0111DSH,"HOV SOUTH OF HWY 7",43.84453,-79.37042                                                                                                                                                  
1105,404DN0121DSH,"HOV SOUTH OF 16TH AVE",43.8514,-79.37226                                                                                                                                                
1106,404DN0010DSS,"AT VAN HORNE",43.78620005,-79.34180617                                                                                                                                                  
1107,404DN0020DSS,"SOUTH OF FINCH",43.79175862,-79.34299748                                                                                                                                                
1108,404DN0030DSS,"NORTH OF FINCH",43.79669882,-79.3440668                                                                                                                                                 
1109,404DN0040DSS,"AT MCNICOLL",43.80233738,-79.345331                                                                                                                                                     
1110,404DN0050DSS,"SOUTH OF WOODBINE",43.80875731,-79.34674125                                                                                                                                             
1111,404DN0060DSS,"SOUTH OF STEELES",43.81200882,-79.34980041                                                                                                                                              
1112,404DN0070DSS,"AT STEELES",43.81415664,-79.35503622                                                                                                                                                    
1113,404DN0080DSS,"AT JOHN",43.82268773,-79.36177239                                                                                                                                                       
1114,404DN0090DSS,"SOUTH OF 407ETR",43.83042242,-79.36510812                                                                                                                                               
1115,404DN0100DSS,"AT 407ETR",43.8372603,-79.36788861                                                                                                                                                      
1116,404DN0110DSS,"SOUTH OF HWY 7",43.84452816,-79.37041764                                                                                                                                                
1117,404DN0120DSS,"NORTH OF HWY 7",43.85139781,-79.37225507                                                                                                                                                
1118,404DE0010DST,"404SB TRANSFER AT 401",43.76976698,-79.33916989                                                                                                                                         
1119,410DW0010DER,"403-401EB EXP RAMP",43.64226577,-79.65175482                                                                                                                                            
1120,410DW0010DNR,"401WB COL -410NB RAMP",43.64406488,-79.65228268                                                                                                                                         
1121,410DW0010DSR,"410SB-401EB COL RAMP",43.63925868,-79.65808119                                                                                                                                          
1122,410DW0010DWR,"WB401EXP -SB410EXP RAMP",43.64374981,-79.65004851                                                                                                                                       
1123,410DW0020DNR,"410NB - 401EB COL",43.63956175,-79.65290004                                                                                                                                             
1124,410DW0020DWR,"401WBCOL -410SBCOL RAMP",43.64393993,-79.65212208                                                                                                                                       
1125,410DW0030DSR,"401WB EXP-403WB EXP RAMP",43.63923841,-79.65547104                                                                                                                                      
1126,410DW0040DNR,"NB410 - EB401 EXP",43.63778896,-79.65461472                                                                                                                                             
1127,410DW0040DSR,"401WB COL-403WB COL RAMP",43.63900959,-79.656213                                                                                                                                        
1128,410DW0050DNR,"410NB",43.63794887,-79.657597                                                                                                                                                           
1129,410DW0050DSR,"SB 410 COL",43.63787559,-79.65895171                                                                                                                                                    
1130,410DW0060DNR,"410 NB",43.63322404,-79.65075778                                                                                                                                                        
1131,410DW0060DSR,"SB 410 COL",43.63389957,-79.65367194                                                                                                                                                    
1132,410DW0070DNR,"410 NB - 401EB COL",43.63339508,-79.65058083                                                                                                                                            
1133,410DW0070DSR,"WB401EXP - SB410EXP",43.63420345,-79.65313761                                                                                                                                           
1134,410DW0080DNR,"AT EGLINTON",43.62096494,-79.63462846                                                                                                                                                   
1135,410DW0080DSR,"WB401COL - SB410COL",43.63402636,-79.65357033                                                                                                                                           
1136,410DW0080DWR,"410SB - 401WB RAMP",43.63714632,-79.6664937                                                                                                                                             
1137,410DW0090DNR,"E EGLINTON - 410 N",43.62284557,-79.63658016                                                                                                                                            
1138,410DW0090DSR,"SB410EXP - SB410COL",43.63275474,-79.65162346                                                                                                                                           
1139,410DW0100DER,"EXIT TO CAWTHRA",43.61146511,-79.63246851                                                                                                                                               
1140,410DW0100DSR,"SB401COL-EGLINTON E/W",43.62444371,-79.64125217                                                                                                                                         
1141,410DW0110DSR,"SB410COL - CAWTHRA",43.62192438,-79.63769112                                                                                                                                            
1142,410DW0120DNR,"W EGLINTON - 410 N",43.62147447,-79.63453273                                                                                                                                            
1143,410DW0010DNC,"AT MATHESON",43.62916435,-79.64565238                                                                                                                                                   
1144,410DW0020DNC,"N 0F EGLINTON",43.62502002,-79.64005684                                                                                                                                                 
1145,410DW0010DNE,"N. OF MATHESON",43.63307037,-79.65114136                                                                                                                                                
1146,410DW0020DNE,"AT MATHESON",43.6291262,-79.64606723                                                                                                                                                    
1147,410DW0030DNE,"N OF EGLINTON",43.6248285,-79.64033311                                                                                                                                                  
1148,410DW1030DNS,"AT EGLINTON",43.62078084,-79.63489963                                                                                                                                                   
1149,410DW1040DNS,"S. OF EGLINTON",43.61565388,-79.63168323                                                                                                                                                
1150,410DW1050DNS,"S OF EGLINTON",43.6107477,-79.63360215                                                                                                                                                  
1151,410DW0010DNT,"TRANSFER",43.62494272,-79.64017456                                                                                                                                                      
1152,410DW0010DSC,"S OF 401",43.62927112,-79.64743593                                                                                                                                                      
1153,410DW0020DSC,"S OF MATHESON",43.62454434,-79.64110051                                                                                                                                                 
1154,410DW0010DSE,"AT MATHESON",43.62956048,-79.64714229                                                                                                                                                   
1155,410DW0020DSE,"S OF MATHESON",43.62476154,-79.64078853                                                                                                                                                 
1156,410DW0030DSE,"AT EGLINTON",43.62131021,-79.6361507                                                                                                                                                    
1157,410DW1040DSS,"S. OF EGLINTON",43.61503964,-79.63194073                                                                                                                                                
1158,410DW0010DST,"AT EGLINTON",43.62120176,-79.63627106                                                                                                                                                   
1159,401DW0100DSS,"HWY 427 S. N.OF 401",43.67437332,-79.59212598                                                                                                                                           
1213,404CITIVDS2,"404 SB HOV Tunnel AWS Citilog VDS From VIP 2 (CCTV 118)",43.7681896,-79.33990367                                                                                                         
1214,404CITIVDS3,"404 SB HOV Tunnel AWS Citilog VDS From VIP 3 (CCTV 119)",43.7684729,-79.33936764                                                                                                         
1215,404CITIVDS4,"404 SB HOV Tunnel AWS Citilog VDS From VIP 4 (CCTV 120)",43.7688092,-79.33893005                                                                                                         
1216,TESTLABVDS,"Test Lab RTMS VDS",.1,.1                                                                                                                                                                  
1222,404CITIVDS1,"404 SB HOV Tunnel AWS Citilog VDS From VIP 1 (CCTV 117)",43.76803818,-79.34059898                                                                                                        
1262,401DW0061DWE,"Field test of EIS G4 WB Express",.1,.1                                                                                                                                                  
1263,401DW0061DWC,"Field test of EIS G4 WB Collector",.1,.1                                                                                                                                                
1338,QEWDE0190DWR,"ROYAL WINDSOR NB-QEW WB ",43.471603,-79.67432109                                                                                                                                        
1339,QEWDE0200DWR,"FORD SB - QEW WB        ",43.48775092,-79.67342988                                                                                                                                      
1340,QEWDE0205DWR,"FORD NB - QEW WB        ",43.49613279,-79.67474562                                                                                                                                      
1341,QEWDE0210DWR,"WCB SB - QEW WB         ",43.50952724,-79.66478264                                                                                                                                      
1342,QEWDE0220DWR,"WCB NB - QEW WB         ",43.5095954,-79.66447412                                                                                                                                       
1343,QEWDE0225DWR,"ERIN MILLS SB - QEW WB  ",43.52297018,-79.64978669                                                                                                                                      
1344,QEWDE0230DWR,"NB ERIN MILLS-WB QEW    ",43.52547247,-79.6473664                                                                                                                                       
1345,QEWDE0240DWR,"MISS RD - WB QEW        ",43.55045419,-79.6180347                                                                                                                                       
1346,QEWDE0260DWR,"HWY 10 SB - QEW WB      ",43.56773447,-79.60145501                                                                                                                                      
1347,QEWDE0280DWR,"CAWTHRA SB - QEW WB     ",43.58381661,-79.58431605                                                                                                                                      
1348,QEWDE0290DES,"ROYAL WINDSOR           ",43.47160767,-79.67372753                                                                                                                                      
1349,QEWDE0290DWR,"CAWTHRA NB - QEW WB     ",43.58429793,-79.58274392                                                                                                                                      
1350,QEWDE0290DWS,"ROYAL WINSOR DRIVE      ",43.47169167,-79.67400312                                                                                                                                      
1351,QEWDE0300DES,"W OF FORD DR.           ",43.477376,-79.67225549                                                                                                                                        
1352,QEWDE0300DWS,"E. OF ROYAL WINDSOR     ",43.47738226,-79.67254795                                                                                                                                      
1353,QEWDE0310DES,"AT QEW or 403 SPLIT        ",43.48453255,-79.67272147                                                                                                                                   
1354,QEWDE0310DWS,"WEST OF FORD DRIVE      ",43.48752396,-79.67315227                                                                                                                                      
1355,QEWDE0320DES,"E. OF QEW or 403 SPLIT     ",43.49127847,-79.67314641                                                                                                                                   
1356,QEWDE0320DWS,"AT FORD DRIVE           ",43.49238,-79.67343681                                                                                                                                         
1357,QEWDE0330DES,"AT FORD DR.             ",43.50035907,-79.67298496                                                                                                                                      
1358,QEWDE0330DWS,"AT FORD DR.             ",43.50023142,-79.67327378                                                                                                                                      
1359,QEWDE0340DES,"E. OF FORD DR.          ",43.50439416,-79.66937799                                                                                                                                      
1360,QEWDE0340DWS,"W. OF WCB               ",43.50458649,-79.66952292                                                                                                                                      
1361,QEWDE0350DES,"AT WINSTON CHURCHILL    ",43.50993674,-79.66335886                                                                                                                                      
1362,QEWDE0350DWS,"AT WINSTON CHURCHILL    ",43.50997496,-79.66359591                                                                                                                                      
1363,QEWDE0360DES,"W. OF SOUTHDOWN         ",43.51652093,-79.6561607                                                                                                                                       
1364,QEWDE0360DWS,"W. OF SOUTHDOWN         ",43.51665957,-79.6562791                                                                                                                                       
1365,QEWDE0370DES,"E. OF SOUTHDOWN         ",43.52285016,-79.64924827                                                                                                                                      
1366,QEWDE0370DWS,"E. OF SOUTHDOWN         ",43.52283095,-79.64955476                                                                                                                                      
1367,QEWDE0380DER,"QEW EB - ROYAL WINDSOR  ",43.47009359,-79.67437511                                                                                                                                      
1368,QEWDE0380DES,"AT SOUTHDOWN            ",43.52644992,-79.64535223                                                                                                                                      
1369,QEWDE0380DWS,"AT SOUTHDOWN            ",43.52595003,-79.64612166                                                                                                                                      
1370,QEWDE0390DER,"QEW EB - 403 or FORD DR.  ",43.48437532,-79.67241982                                                                                                                                    
1371,QEWDE0390DES,"E. OF SOUTHDOWN         ",43.53139365,-79.63990319                                                                                                                                      
1372,QEWDE0390DWS,"E. OF SOUTHDOWN         ",43.53152034,-79.64001827                                                                                                                                      
1373,QEWDE0400DER,"RAMP TO 403             ",43.49237827,-79.67296672                                                                                                                                      
1374,QEWDE0400DES,"E. OF SOUTHDOWN         ",43.53616,-79.63464473                                                                                                                                         
1375,QEWDE0400DWR,"HWY 403 SB - QEW WB     ",43.49209752,-79.67365902                                                                                                                                      
1376,QEWDE0400DWS,"E. OF SOUTHDOWN         ",43.5362175,-79.63487267                                                                                                                                       
1377,QEWDE0410DER,"RAMP TO FORD DR.        ",43.49134361,-79.67249419                                                                                                                                      
1378,QEWDE0410DES,"W. OF MISSISSAUGA RD",43.54259394,-79.62761619                                                                                                                                          
1379,QEWDE0410DWS,"W. OF MISSISSAUGA RD",43.54256687,-79.62794132                                                                                                                                          
1380,QEWDE0420DES,"W. OF MISSISSAUGA RD",43.54762834,-79.6219461                                                                                                                                           
1381,QEWDE0420DNR,"RAMP TO FORD DR.        ",43.49645979,-79.67509928                                                                                                                                      
1382,QEWDE0420DSR,"TO WCB                  ",43.50791986,-79.66386955                                                                                                                                      
1383,QEWDE0420DWS,"W. OF MISSISSAUGA RD",43.54794143,-79.62183027                                                                                                                                          
1384,QEWDE0430DES,"AT MISSISSAUGA RD.      ",43.55076057,-79.61595065                                                                                                                                      
1385,QEWDE0430DNR,"WB QEW TO WCB           ",43.51138034,-79.66411759                                                                                                                                      
1386,QEWDE0430DSR,"TO SOUTHDOWN            ",43.52209507,-79.64965308                                                                                                                                      
1387,QEWDE0430DWS,"AT MISSISSAUGA RD.      ",43.55021349,-79.61764721                                                                                                                                      
1388,QEWDE0440DES,"AT MISS RD. NORTH       ",43.55290987,-79.61276944                                                                                                                                      
1389,QEWDE0440DNR,"WB QEW-SOUTHDOWN ROAD   ",43.5265766,-79.64772802                                                                                                                                       
1390,QEWDE0440DSR,"TO MISSISSAUGA RD.      ",43.55081226,-79.61427853                                                                                                                                      
1391,QEWDE0440DWS,"AT MISS RD. NORTH       ",43.55300334,-79.61291276                                                                                                                                      
1392,QEWDE0450DES,"E. OF CREDIT RIVER      ",43.55764547,-79.60906795                                                                                                                                      
1393,QEWDE0450DNR,"WB QEW-MISSISSAUGA RD   ",43.55081116,-79.61773637                                                                                                                                      
1394,QEWDE0450DSR,"TO HWY 10 SOUTH         ",43.56702413,-79.60031035                                                                                                                                      
1395,QEWDE0450DWS,"E. OF CREDIT RIVER      ",43.55771648,-79.60922035                                                                                                                                      
1396,QEWDE0460DES,"W. OF HWY 10            ",43.56289518,-79.60523022                                                                                                                                      
1397,QEWDE0460DWS,"W. OF HWY 10            ",43.56296484,-79.60538832                                                                                                                                      
1398,QEWDE0465DES,"AT HWY 10               ",43.56712035,-79.60094002                                                                                                                                      
